record_id,student_id,group_id,session_type,session_datetime,status
AT005042,S0113,G04,session,2026-02-28 16:00:00,P
AT005043,S0119,G04,session,2026-02-28 16:00:00,P
AT005044,S0120,G04,session,2026-02-28 16:00:00,A
AT005045,S0132,G04,session,2026-02-28 16:00:00,A
AT005046,S0151,G04,session,2026-02-28 16:00:00,P
AT005047,S0172,G04,session,2026-02-28 16:00:00,P
AT005048,S0184,G04,session,2026-02-28 16:00:00,P
AT005049,S0189,G04,session,2026-02-28 16:00:00,P
AT005050,S0191,G04,session,2026-02-28 16:00:00,A
AT005051,S0193,G04,session,2026-02-28 16:00:00,A
AT005052,S0205,G04,session,2026-02-28 16:00:00,P
AT005053,S0222,G04,session,2026-02-28 16:00:00,A
AT005054,S0230,G04,session,2026-02-28 16:00:00,P
AT005055,S0241,G04,session,2026-02-28 16:00:00,A
AT005056,S0258,G04,session,2026-02-28 16:00:00,A
AT005057,S0270,G04,session,2026-02-28 16:00:00,P
AT005058,S0280,G04,session,2026-02-28 16:00:00,P
AT005059,S0295,G04,session,2026-02-28 16:00:00,P
AT005060,S0316,G04,session,2026-02-28 16:00:00,P
AT005061,S0321,G04,session,2026-02-28 16:00:00,P
AT005062,S0328,G04,session,2026-02-28 16:00:00,P
AT005063,S0341,G04,session,2026-02-28 16:00:00,P
AT005064,S0342,G04,session,2026-02-28 16:00:00,P
AT005065,S0351,G04,session,2026-02-28 16:00:00,P
AT005066,S0357,G04,session,2026-02-28 16:00:00,A
AT005067,S0359,G04,session,2026-02-28 16:00:00,P
AT005068,S0371,G04,session,2026-02-28 16:00:00,P
AT005069,S0391,G04,session,2026-02-28 16:00:00,P
AT005070,S0393,G04,session,2026-02-28 16:00:00,A
AT005071,S0396,G04,session,2026-02-28 16:00:00,P
AT005072,S0397,G04,session,2026-02-28 16:00:00,P
AT005073,S0398,G04,session,2026-02-28 16:00:00,P
AT005074,S0401,G04,session,2026-02-28 16:00:00,P
AT005075,S0409,G04,session,2026-02-28 16:00:00,P
AT005076,S0422,G04,session,2026-02-28 16:00:00,P
AT005077,S0434,G04,session,2026-02-28 16:00:00,P
AT005078,S0438,G04,session,2026-02-28 16:00:00,P
AT005079,S0441,G04,session,2026-02-28 16:00:00,P
AT005080,S0461,G04,session,2026-02-28 16:00:00,P
AT005081,S0462,G04,session,2026-02-28 16:00:00,P
AT005082,S0475,G04,session,2026-02-28 16:00:00,A
AT005083,S0485,G04,session,2026-02-28 16:00:00,P
AT006343,S0003,G05,exam,2026-02-03 16:00:00,P
AT006344,S0010,G05,exam,2026-02-03 16:00:00,A
AT006345,S0034,G05,exam,2026-02-03 16:00:00,P
AT006346,S0050,G05,exam,2026-02-03 16:00:00,A
AT006347,S0051,G05,exam,2026-02-03 16:00:00,P
AT006348,S0066,G05,exam,2026-02-03 16:00:00,P
AT006349,S0070,G05,exam,2026-02-03 16:00:00,P
AT006350,S0072,G05,exam,2026-02-03 16:00:00,P
AT006351,S0112,G05,exam,2026-02-03 16:00:00,A
AT006352,S0129,G05,exam,2026-02-03 16:00:00,A
AT006353,S0148,G05,exam,2026-02-03 16:00:00,P
AT006354,S0150,G05,exam,2026-02-03 16:00:00,P
AT006355,S0154,G05,exam,2026-02-03 16:00:00,P
AT006356,S0165,G05,exam,2026-02-03 16:00:00,P
AT006357,S0169,G05,exam,2026-02-03 16:00:00,P
AT006358,S0170,G05,exam,2026-02-03 16:00:00,P
AT006359,S0171,G05,exam,2026-02-03 16:00:00,P
AT006360,S0179,G05,exam,2026-02-03 16:00:00,P
AT006361,S0200,G05,exam,2026-02-03 16:00:00,P
AT006362,S0207,G05,exam,2026-02-03 16:00:00,P
AT006363,S0211,G05,exam,2026-02-03 16:00:00,P
AT006364,S0213,G05,exam,2026-02-03 16:00:00,P
AT006365,S0214,G05,exam,2026-02-03 16:00:00,P
AT006366,S0219,G05,exam,2026-02-03 16:00:00,A
AT006367,S0220,G05,exam,2026-02-03 16:00:00,P
AT006368,S0223,G05,exam,2026-02-03 16:00:00,P
AT006369,S0228,G05,exam,2026-02-03 16:00:00,A
AT006370,S0231,G05,exam,2026-02-03 16:00:00,P
AT006371,S0234,G05,exam,2026-02-03 16:00:00,P
AT006372,S0257,G05,exam,2026-02-03 16:00:00,P
AT006373,S0268,G05,exam,2026-02-03 16:00:00,P
AT006374,S0294,G05,exam,2026-02-03 16:00:00,A
AT006375,S0307,G05,exam,2026-02-03 16:00:00,P
AT006376,S0326,G05,exam,2026-02-03 16:00:00,A
AT006377,S0345,G05,exam,2026-02-03 16:00:00,P
AT006378,S0364,G05,exam,2026-02-03 16:00:00,A
AT006379,S0365,G05,exam,2026-02-03 16:00:00,P
AT006380,S0374,G05,exam,2026-02-03 16:00:00,P
AT006381,S0382,G05,exam,2026-02-03 16:00:00,P
AT006382,S0415,G05,exam,2026-02-03 16:00:00,P
AT006383,S0427,G05,exam,2026-02-03 16:00:00,P
AT006384,S0430,G05,exam,2026-02-03 16:00:00,P
AT006385,S0445,G05,exam,2026-02-03 16:00:00,A
AT006386,S0483,G05,exam,2026-02-03 16:00:00,P
AT006387,S0491,G05,exam,2026-02-03 16:00:00,A
AT006388,S0495,G05,exam,2026-02-03 16:00:00,A
AT006389,S0003,G05,session,2026-02-10 16:00:00,P
AT006390,S0010,G05,session,2026-02-10 16:00:00,P
AT006391,S0034,G05,session,2026-02-10 16:00:00,P
AT006392,S0050,G05,session,2026-02-10 16:00:00,P
AT006393,S0051,G05,session,2026-02-10 16:00:00,P
AT006394,S0066,G05,session,2026-02-10 16:00:00,A
AT006395,S0070,G05,session,2026-02-10 16:00:00,P
AT006396,S0072,G05,session,2026-02-10 16:00:00,P
AT006397,S0112,G05,session,2026-02-10 16:00:00,P
AT006398,S0129,G05,session,2026-02-10 16:00:00,P
AT006399,S0148,G05,session,2026-02-10 16:00:00,P
AT006400,S0150,G05,session,2026-02-10 16:00:00,A
AT006401,S0154,G05,session,2026-02-10 16:00:00,P
AT006402,S0165,G05,session,2026-02-10 16:00:00,P
AT006403,S0169,G05,session,2026-02-10 16:00:00,P
AT006404,S0170,G05,session,2026-02-10 16:00:00,P
AT006405,S0171,G05,session,2026-02-10 16:00:00,P
AT006406,S0179,G05,session,2026-02-10 16:00:00,P
AT006407,S0200,G05,session,2026-02-10 16:00:00,P
AT006408,S0207,G05,session,2026-02-10 16:00:00,A
AT006409,S0211,G05,session,2026-02-10 16:00:00,P
AT006410,S0213,G05,session,2026-02-10 16:00:00,P
AT006411,S0214,G05,session,2026-02-10 16:00:00,P
AT006412,S0219,G05,session,2026-02-10 16:00:00,P
AT006413,S0220,G05,session,2026-02-10 16:00:00,P
AT006414,S0223,G05,session,2026-02-10 16:00:00,P
AT006415,S0228,G05,session,2026-02-10 16:00:00,P
AT006416,S0231,G05,session,2026-02-10 16:00:00,P
AT006417,S0234,G05,session,2026-02-10 16:00:00,P
AT006418,S0257,G05,session,2026-02-10 16:00:00,P
AT006419,S0268,G05,session,2026-02-10 16:00:00,P
AT006420,S0294,G05,session,2026-02-10 16:00:00,P
AT006421,S0307,G05,session,2026-02-10 16:00:00,P
AT006422,S0326,G05,session,2026-02-10 16:00:00,P
AT006423,S0345,G05,session,2026-02-10 16:00:00,P
AT006424,S0364,G05,session,2026-02-10 16:00:00,P
AT006425,S0365,G05,session,2026-02-10 16:00:00,P
AT006426,S0374,G05,session,2026-02-10 16:00:00,A
AT006427,S0382,G05,session,2026-02-10 16:00:00,A
AT006428,S0415,G05,session,2026-02-10 16:00:00,A
AT006429,S0427,G05,session,2026-02-10 16:00:00,P
AT006430,S0430,G05,session,2026-02-10 16:00:00,A
AT006431,S0445,G05,session,2026-02-10 16:00:00,P
AT006432,S0483,G05,session,2026-02-10 16:00:00,A
AT006433,S0491,G05,session,2026-02-10 16:00:00,P
AT006434,S0495,G05,session,2026-02-10 16:00:00,P
AT006435,S0003,G05,practical,2026-02-17 16:00:00,P
AT006436,S0010,G05,practical,2026-02-17 16:00:00,P
AT006437,S0034,G05,practical,2026-02-17 16:00:00,P
AT006438,S0050,G05,practical,2026-02-17 16:00:00,P
AT006439,S0051,G05,practical,2026-02-17 16:00:00,P
AT006440,S0066,G05,practical,2026-02-17 16:00:00,P
AT006441,S0070,G05,practical,2026-02-17 16:00:00,P
AT006442,S0072,G05,practical,2026-02-17 16:00:00,P
AT006443,S0112,G05,practical,2026-02-17 16:00:00,P
AT006444,S0129,G05,practical,2026-02-17 16:00:00,P
AT006445,S0148,G05,practical,2026-02-17 16:00:00,P
AT006446,S0150,G05,practical,2026-02-17 16:00:00,P
AT006447,S0154,G05,practical,2026-02-17 16:00:00,P
AT006448,S0165,G05,practical,2026-02-17 16:00:00,P
AT006449,S0169,G05,practical,2026-02-17 16:00:00,P
AT006450,S0170,G05,practical,2026-02-17 16:00:00,P
AT006451,S0171,G05,practical,2026-02-17 16:00:00,P
AT006452,S0179,G05,practical,2026-02-17 16:00:00,P
AT006453,S0200,G05,practical,2026-02-17 16:00:00,P
AT006454,S0207,G05,practical,2026-02-17 16:00:00,P
AT006455,S0211,G05,practical,2026-02-17 16:00:00,P
AT006456,S0213,G05,practical,2026-02-17 16:00:00,A
AT006457,S0214,G05,practical,2026-02-17 16:00:00,P
AT006458,S0219,G05,practical,2026-02-17 16:00:00,P
AT006459,S0220,G05,practical,2026-02-17 16:00:00,P
AT006460,S0223,G05,practical,2026-02-17 16:00:00,P
AT006461,S0228,G05,practical,2026-02-17 16:00:00,P
AT006462,S0231,G05,practical,2026-02-17 16:00:00,P
AT006463,S0234,G05,practical,2026-02-17 16:00:00,P
AT006464,S0257,G05,practical,2026-02-17 16:00:00,P
AT006465,S0268,G05,practical,2026-02-17 16:00:00,P
AT006466,S0294,G05,practical,2026-02-17 16:00:00,P
AT006467,S0307,G05,practical,2026-02-17 16:00:00,P
AT006468,S0326,G05,practical,2026-02-17 16:00:00,P
AT006469,S0345,G05,practical,2026-02-17 16:00:00,A
AT006470,S0364,G05,practical,2026-02-17 16:00:00,P
AT006471,S0365,G05,practical,2026-02-17 16:00:00,A
AT006472,S0374,G05,practical,2026-02-17 16:00:00,P
AT006473,S0382,G05,practical,2026-02-17 16:00:00,A
AT006474,S0415,G05,practical,2026-02-17 16:00:00,A
AT006475,S0427,G05,practical,2026-02-17 16:00:00,P
AT006476,S0430,G05,practical,2026-02-17 16:00:00,P
AT006477,S0445,G05,practical,2026-02-17 16:00:00,P
AT006478,S0483,G05,practical,2026-02-17 16:00:00,A
AT006479,S0491,G05,practical,2026-02-17 16:00:00,P
AT006480,S0495,G05,practical,2026-02-17 16:00:00,P
AT006481,S0003,G05,session,2026-02-24 16:00:00,P
AT006482,S0010,G05,session,2026-02-24 16:00:00,P
AT006483,S0034,G05,session,2026-02-24 16:00:00,P
AT006484,S0050,G05,session,2026-02-24 16:00:00,P
AT006485,S0051,G05,session,2026-02-24 16:00:00,P
AT006486,S0066,G05,session,2026-02-24 16:00:00,P
AT006487,S0070,G05,session,2026-02-24 16:00:00,P
AT006488,S0072,G05,session,2026-02-24 16:00:00,P
AT006489,S0112,G05,session,2026-02-24 16:00:00,P
AT006490,S0129,G05,session,2026-02-24 16:00:00,A
AT006491,S0148,G05,session,2026-02-24 16:00:00,P
AT006492,S0150,G05,session,2026-02-24 16:00:00,P
AT006493,S0154,G05,session,2026-02-24 16:00:00,A
AT006494,S0165,G05,session,2026-02-24 16:00:00,P
AT006495,S0169,G05,session,2026-02-24 16:00:00,P
AT006496,S0170,G05,session,2026-02-24 16:00:00,P
AT006497,S0171,G05,session,2026-02-24 16:00:00,A
AT006498,S0179,G05,session,2026-02-24 16:00:00,P
AT006499,S0200,G05,session,2026-02-24 16:00:00,P
AT006500,S0207,G05,session,2026-02-24 16:00:00,A
AT006501,S0211,G05,session,2026-02-24 16:00:00,P
AT006502,S0213,G05,session,2026-02-24 16:00:00,P
AT006503,S0214,G05,session,2026-02-24 16:00:00,P
AT006504,S0219,G05,session,2026-02-24 16:00:00,P
AT006505,S0220,G05,session,2026-02-24 16:00:00,P
AT006506,S0223,G05,session,2026-02-24 16:00:00,P
AT006507,S0228,G05,session,2026-02-24 16:00:00,P
AT006508,S0231,G05,session,2026-02-24 16:00:00,P
AT006509,S0234,G05,session,2026-02-24 16:00:00,P
AT006510,S0257,G05,session,2026-02-24 16:00:00,P
AT006511,S0268,G05,session,2026-02-24 16:00:00,P
AT006512,S0294,G05,session,2026-02-24 16:00:00,P
AT006513,S0307,G05,session,2026-02-24 16:00:00,P
AT006514,S0326,G05,session,2026-02-24 16:00:00,P
AT006515,S0345,G05,session,2026-02-24 16:00:00,A
AT006516,S0364,G05,session,2026-02-24 16:00:00,P
AT006517,S0365,G05,session,2026-02-24 16:00:00,P
AT006518,S0374,G05,session,2026-02-24 16:00:00,P
AT006519,S0382,G05,session,2026-02-24 16:00:00,P
AT006520,S0415,G05,session,2026-02-24 16:00:00,A
AT006521,S0427,G05,session,2026-02-24 16:00:00,P
AT006522,S0430,G05,session,2026-02-24 16:00:00,P
AT006523,S0445,G05,session,2026-02-24 16:00:00,A
AT006524,S0483,G05,session,2026-02-24 16:00:00,P
AT006525,S0491,G05,session,2026-02-24 16:00:00,P
AT006526,S0495,G05,session,2026-02-24 16:00:00,P
AT007629,S0002,G06,exam,2026-02-07 17:00:00,P
AT007630,S0020,G06,exam,2026-02-07 17:00:00,P
AT007631,S0025,G06,exam,2026-02-07 17:00:00,P
AT007632,S0028,G06,exam,2026-02-07 17:00:00,P
AT007633,S0031,G06,exam,2026-02-07 17:00:00,P
AT007634,S0048,G06,exam,2026-02-07 17:00:00,P
AT007635,S0058,G06,exam,2026-02-07 17:00:00,P
AT007636,S0060,G06,exam,2026-02-07 17:00:00,P
AT007637,S0065,G06,exam,2026-02-07 17:00:00,P
AT007638,S0096,G06,exam,2026-02-07 17:00:00,P
AT007639,S0111,G06,exam,2026-02-07 17:00:00,P
AT007640,S0118,G06,exam,2026-02-07 17:00:00,P
AT007641,S0137,G06,exam,2026-02-07 17:00:00,P
AT007642,S0156,G06,exam,2026-02-07 17:00:00,P
AT007643,S0161,G06,exam,2026-02-07 17:00:00,P
AT007644,S0175,G06,exam,2026-02-07 17:00:00,P
AT007645,S0177,G06,exam,2026-02-07 17:00:00,P
AT007646,S0187,G06,exam,2026-02-07 17:00:00,P
AT007647,S0190,G06,exam,2026-02-07 17:00:00,P
AT007648,S0194,G06,exam,2026-02-07 17:00:00,P
AT007649,S0215,G06,exam,2026-02-07 17:00:00,P
AT007650,S0224,G06,exam,2026-02-07 17:00:00,P
AT007651,S0233,G06,exam,2026-02-07 17:00:00,P
AT007652,S0236,G06,exam,2026-02-07 17:00:00,P
AT007653,S0244,G06,exam,2026-02-07 17:00:00,P
AT007654,S0250,G06,exam,2026-02-07 17:00:00,P
AT007655,S0271,G06,exam,2026-02-07 17:00:00,P
AT007656,S0272,G06,exam,2026-02-07 17:00:00,P
AT007657,S0274,G06,exam,2026-02-07 17:00:00,P
AT007658,S0275,G06,exam,2026-02-07 17:00:00,A
AT007659,S0282,G06,exam,2026-02-07 17:00:00,P
AT007660,S0287,G06,exam,2026-02-07 17:00:00,P
AT007661,S0291,G06,exam,2026-02-07 17:00:00,A
AT007662,S0292,G06,exam,2026-02-07 17:00:00,P
AT007663,S0298,G06,exam,2026-02-07 17:00:00,P
AT007664,S0302,G06,exam,2026-02-07 17:00:00,P
AT007665,S0309,G06,exam,2026-02-07 17:00:00,P
AT007666,S0314,G06,exam,2026-02-07 17:00:00,P
AT007667,S0327,G06,exam,2026-02-07 17:00:00,P
AT007668,S0331,G06,exam,2026-02-07 17:00:00,P
AT007669,S0333,G06,exam,2026-02-07 17:00:00,P
AT007670,S0340,G06,exam,2026-02-07 17:00:00,P
AT007671,S0349,G06,exam,2026-02-07 17:00:00,P
AT007672,S0360,G06,exam,2026-02-07 17:00:00,P
AT007673,S0361,G06,exam,2026-02-07 17:00:00,P
AT007674,S0363,G06,exam,2026-02-07 17:00:00,P
AT007675,S0377,G06,exam,2026-02-07 17:00:00,P
AT007676,S0386,G06,exam,2026-02-07 17:00:00,P
AT007677,S0389,G06,exam,2026-02-07 17:00:00,P
AT007678,S0394,G06,exam,2026-02-07 17:00:00,A
AT007679,S0429,G06,exam,2026-02-07 17:00:00,A
AT007680,S0432,G06,exam,2026-02-07 17:00:00,P
AT007681,S0437,G06,exam,2026-02-07 17:00:00,P
AT007682,S0439,G06,exam,2026-02-07 17:00:00,P
AT007683,S0440,G06,exam,2026-02-07 17:00:00,P
AT007684,S0467,G06,exam,2026-02-07 17:00:00,A
AT007685,S0002,G06,session,2026-02-14 17:00:00,P
AT007686,S0020,G06,session,2026-02-14 17:00:00,P
AT007687,S0025,G06,session,2026-02-14 17:00:00,A
AT007688,S0028,G06,session,2026-02-14 17:00:00,A
AT007689,S0031,G06,session,2026-02-14 17:00:00,P
AT007690,S0048,G06,session,2026-02-14 17:00:00,A
AT007691,S0058,G06,session,2026-02-14 17:00:00,P
AT007692,S0060,G06,session,2026-02-14 17:00:00,P
AT007693,S0065,G06,session,2026-02-14 17:00:00,A
AT007694,S0096,G06,session,2026-02-14 17:00:00,P
AT007695,S0111,G06,session,2026-02-14 17:00:00,P
AT007696,S0118,G06,session,2026-02-14 17:00:00,P
AT007697,S0137,G06,session,2026-02-14 17:00:00,P
AT007698,S0156,G06,session,2026-02-14 17:00:00,A
AT007699,S0161,G06,session,2026-02-14 17:00:00,P
AT007700,S0175,G06,session,2026-02-14 17:00:00,P
AT007701,S0177,G06,session,2026-02-14 17:00:00,P
AT007702,S0187,G06,session,2026-02-14 17:00:00,P
AT007703,S0190,G06,session,2026-02-14 17:00:00,A
AT007704,S0194,G06,session,2026-02-14 17:00:00,P
AT007705,S0215,G06,session,2026-02-14 17:00:00,P
AT007706,S0224,G06,session,2026-02-14 17:00:00,P
AT007707,S0233,G06,session,2026-02-14 17:00:00,A
AT007708,S0236,G06,session,2026-02-14 17:00:00,A
AT007709,S0244,G06,session,2026-02-14 17:00:00,P
AT007710,S0250,G06,session,2026-02-14 17:00:00,P
AT007711,S0271,G06,session,2026-02-14 17:00:00,P
AT007712,S0272,G06,session,2026-02-14 17:00:00,P
AT007713,S0274,G06,session,2026-02-14 17:00:00,P
AT007714,S0275,G06,session,2026-02-14 17:00:00,P
AT007715,S0282,G06,session,2026-02-14 17:00:00,P
AT007716,S0287,G06,session,2026-02-14 17:00:00,P
AT007717,S0291,G06,session,2026-02-14 17:00:00,P
AT007718,S0292,G06,session,2026-02-14 17:00:00,A
AT007719,S0298,G06,session,2026-02-14 17:00:00,P
AT007720,S0302,G06,session,2026-02-14 17:00:00,P
AT007721,S0309,G06,session,2026-02-14 17:00:00,P
AT007722,S0314,G06,session,2026-02-14 17:00:00,P
AT007723,S0327,G06,session,2026-02-14 17:00:00,P
AT007724,S0331,G06,session,2026-02-14 17:00:00,A
AT007725,S0333,G06,session,2026-02-14 17:00:00,P
AT007726,S0340,G06,session,2026-02-14 17:00:00,P
AT007727,S0349,G06,session,2026-02-14 17:00:00,A
AT007728,S0360,G06,session,2026-02-14 17:00:00,A
AT007729,S0361,G06,session,2026-02-14 17:00:00,P
AT007730,S0363,G06,session,2026-02-14 17:00:00,P
AT007731,S0377,G06,session,2026-02-14 17:00:00,A
AT007732,S0386,G06,session,2026-02-14 17:00:00,P
AT007733,S0389,G06,session,2026-02-14 17:00:00,P
AT007734,S0394,G06,session,2026-02-14 17:00:00,P
AT007735,S0429,G06,session,2026-02-14 17:00:00,P
AT007736,S0432,G06,session,2026-02-14 17:00:00,P
AT007737,S0437,G06,session,2026-02-14 17:00:00,P
AT007738,S0439,G06,session,2026-02-14 17:00:00,P
AT007739,S0440,G06,session,2026-02-14 17:00:00,P
AT007740,S0467,G06,session,2026-02-14 17:00:00,P
AT007741,S0002,G06,practical,2026-02-21 17:00:00,P
AT007742,S0020,G06,practical,2026-02-21 17:00:00,A
AT007743,S0025,G06,practical,2026-02-21 17:00:00,P
AT007744,S0028,G06,practical,2026-02-21 17:00:00,P
AT007745,S0031,G06,practical,2026-02-21 17:00:00,P
AT007746,S0048,G06,practical,2026-02-21 17:00:00,A
AT007747,S0058,G06,practical,2026-02-21 17:00:00,P
AT007748,S0060,G06,practical,2026-02-21 17:00:00,A
AT007749,S0065,G06,practical,2026-02-21 17:00:00,P
AT007750,S0096,G06,practical,2026-02-21 17:00:00,P
AT007751,S0111,G06,practical,2026-02-21 17:00:00,P
AT007752,S0118,G06,practical,2026-02-21 17:00:00,P
AT007753,S0137,G06,practical,2026-02-21 17:00:00,P
AT007754,S0156,G06,practical,2026-02-21 17:00:00,P
AT007755,S0161,G06,practical,2026-02-21 17:00:00,P
AT007756,S0175,G06,practical,2026-02-21 17:00:00,P
AT007757,S0177,G06,practical,2026-02-21 17:00:00,P
AT007758,S0187,G06,practical,2026-02-21 17:00:00,P
AT007759,S0190,G06,practical,2026-02-21 17:00:00,P
AT007760,S0194,G06,practical,2026-02-21 17:00:00,P
AT007761,S0215,G06,practical,2026-02-21 17:00:00,A
AT007762,S0224,G06,practical,2026-02-21 17:00:00,P
AT007763,S0233,G06,practical,2026-02-21 17:00:00,P
AT007764,S0236,G06,practical,2026-02-21 17:00:00,P
AT007765,S0244,G06,practical,2026-02-21 17:00:00,P
AT007766,S0250,G06,practical,2026-02-21 17:00:00,P
AT007767,S0271,G06,practical,2026-02-21 17:00:00,P
AT007768,S0272,G06,practical,2026-02-21 17:00:00,P
AT007769,S0274,G06,practical,2026-02-21 17:00:00,P
AT007770,S0275,G06,practical,2026-02-21 17:00:00,P
AT007771,S0282,G06,practical,2026-02-21 17:00:00,P
AT007772,S0287,G06,practical,2026-02-21 17:00:00,P
AT007773,S0291,G06,practical,2026-02-21 17:00:00,P
AT007774,S0292,G06,practical,2026-02-21 17:00:00,P
AT007775,S0298,G06,practical,2026-02-21 17:00:00,P
AT007776,S0302,G06,practical,2026-02-21 17:00:00,A
AT007777,S0309,G06,practical,2026-02-21 17:00:00,P
AT007778,S0314,G06,practical,2026-02-21 17:00:00,A
AT007779,S0327,G06,practical,2026-02-21 17:00:00,P
AT007780,S0331,G06,practical,2026-02-21 17:00:00,P
AT007781,S0333,G06,practical,2026-02-21 17:00:00,A
AT007782,S0340,G06,practical,2026-02-21 17:00:00,P
AT007783,S0349,G06,practical,2026-02-21 17:00:00,A
AT007784,S0360,G06,practical,2026-02-21 17:00:00,P
AT007785,S0361,G06,practical,2026-02-21 17:00:00,A
AT007786,S0363,G06,practical,2026-02-21 17:00:00,A
AT007787,S0377,G06,practical,2026-02-21 17:00:00,A
AT007788,S0386,G06,practical,2026-02-21 17:00:00,P
AT007789,S0389,G06,practical,2026-02-21 17:00:00,A
AT007790,S0394,G06,practical,2026-02-21 17:00:00,A
AT007791,S0429,G06,practical,2026-02-21 17:00:00,P
AT007792,S0432,G06,practical,2026-02-21 17:00:00,P
AT007793,S0437,G06,practical,2026-02-21 17:00:00,P
AT007794,S0439,G06,practical,2026-02-21 17:00:00,P
AT007795,S0440,G06,practical,2026-02-21 17:00:00,P
AT007796,S0467,G06,practical,2026-02-21 17:00:00,P
AT007797,S0002,G06,session,2026-02-28 17:00:00,P
AT007798,S0020,G06,session,2026-02-28 17:00:00,P
AT007799,S0025,G06,session,2026-02-28 17:00:00,P
AT007800,S0028,G06,session,2026-02-28 17:00:00,P
AT007801,S0031,G06,session,2026-02-28 17:00:00,P
AT007802,S0048,G06,session,2026-02-28 17:00:00,A
AT007803,S0058,G06,session,2026-02-28 17:00:00,P
AT007804,S0060,G06,session,2026-02-28 17:00:00,P
AT007805,S0065,G06,session,2026-02-28 17:00:00,P
AT007806,S0096,G06,session,2026-02-28 17:00:00,P
AT007807,S0111,G06,session,2026-02-28 17:00:00,P
AT007808,S0118,G06,session,2026-02-28 17:00:00,P
AT007809,S0137,G06,session,2026-02-28 17:00:00,P
AT007810,S0156,G06,session,2026-02-28 17:00:00,P
AT007811,S0161,G06,session,2026-02-28 17:00:00,P
AT007812,S0175,G06,session,2026-02-28 17:00:00,P
AT007813,S0177,G06,session,2026-02-28 17:00:00,P
AT007814,S0187,G06,session,2026-02-28 17:00:00,P
AT007815,S0190,G06,session,2026-02-28 17:00:00,P
AT007816,S0194,G06,session,2026-02-28 17:00:00,P
AT007817,S0215,G06,session,2026-02-28 17:00:00,A
AT007818,S0224,G06,session,2026-02-28 17:00:00,A
AT007819,S0233,G06,session,2026-02-28 17:00:00,P
AT007820,S0236,G06,session,2026-02-28 17:00:00,P
AT007821,S0244,G06,session,2026-02-28 17:00:00,P
AT007822,S0250,G06,session,2026-02-28 17:00:00,P
AT007823,S0271,G06,session,2026-02-28 17:00:00,P
AT007824,S0272,G06,session,2026-02-28 17:00:00,P
AT007825,S0274,G06,session,2026-02-28 17:00:00,P
AT007826,S0275,G06,session,2026-02-28 17:00:00,A
AT007827,S0282,G06,session,2026-02-28 17:00:00,P
AT007828,S0287,G06,session,2026-02-28 17:00:00,P
AT007829,S0291,G06,session,2026-02-28 17:00:00,A
AT007830,S0292,G06,session,2026-02-28 17:00:00,P
AT007831,S0298,G06,session,2026-02-28 17:00:00,P
AT007832,S0302,G06,session,2026-02-28 17:00:00,P
AT007833,S0309,G06,session,2026-02-28 17:00:00,P
AT007834,S0314,G06,session,2026-02-28 17:00:00,A
AT007835,S0327,G06,session,2026-02-28 17:00:00,P
AT007836,S0331,G06,session,2026-02-28 17:00:00,P
AT007837,S0333,G06,session,2026-02-28 17:00:00,P
AT007838,S0340,G06,session,2026-02-28 17:00:00,P
AT007839,S0349,G06,session,2026-02-28 17:00:00,P
AT007840,S0360,G06,session,2026-02-28 17:00:00,P
AT007841,S0361,G06,session,2026-02-28 17:00:00,P
AT007842,S0363,G06,session,2026-02-28 17:00:00,P
AT007843,S0377,G06,session,2026-02-28 17:00:00,P
AT007844,S0386,G06,session,2026-02-28 17:00:00,A
AT007845,S0389,G06,session,2026-02-28 17:00:00,P
AT007846,S0394,G06,session,2026-02-28 17:00:00,P
AT007847,S0429,G06,session,2026-02-28 17:00:00,A
AT007848,S0432,G06,session,2026-02-28 17:00:00,P
AT007849,S0437,G06,session,2026-02-28 17:00:00,P
AT007850,S0439,G06,session,2026-02-28 17:00:00,P
AT007851,S0440,G06,session,2026-02-28 17:00:00,A
AT007852,S0467,G06,session,2026-02-28 17:00:00,P
AT009103,S0006,G07,exam,2026-02-04 21:00:00,P
AT009104,S0013,G07,exam,2026-02-04 21:00:00,P
AT009105,S0036,G07,exam,2026-02-04 21:00:00,P
AT009106,S0038,G07,exam,2026-02-04 21:00:00,P
AT009107,S0042,G07,exam,2026-02-04 21:00:00,P
AT009108,S0067,G07,exam,2026-02-04 21:00:00,P
AT009109,S0069,G07,exam,2026-02-04 21:00:00,P
AT009110,S0073,G07,exam,2026-02-04 21:00:00,P
AT009111,S0088,G07,exam,2026-02-04 21:00:00,P
AT009112,S0090,G07,exam,2026-02-04 21:00:00,P
AT009113,S0093,G07,exam,2026-02-04 21:00:00,P
AT009114,S0106,G07,exam,2026-02-04 21:00:00,P
AT009115,S0115,G07,exam,2026-02-04 21:00:00,A
AT009116,S0127,G07,exam,2026-02-04 21:00:00,P
AT009117,S0140,G07,exam,2026-02-04 21:00:00,A
AT009118,S0141,G07,exam,2026-02-04 21:00:00,P
AT009119,S0142,G07,exam,2026-02-04 21:00:00,A
AT009120,S0144,G07,exam,2026-02-04 21:00:00,A
AT009121,S0153,G07,exam,2026-02-04 21:00:00,P
AT009122,S0157,G07,exam,2026-02-04 21:00:00,P
AT009123,S0166,G07,exam,2026-02-04 21:00:00,P
AT009124,S0167,G07,exam,2026-02-04 21:00:00,P
AT009125,S0201,G07,exam,2026-02-04 21:00:00,A
AT009126,S0206,G07,exam,2026-02-04 21:00:00,A
